household_id;iris_id;commune_id;departement_id;region_id;car_availability;bike_availability;number_of_vehicles;number_of_bikes;income;census_household_id
1319068;821210404;82121;82;76;all;all;1;2;1446.9;6427957
939;090150000;09015;09;76;all;none;2;0;1178.608595614367;410310
84848;110420000;11042;11;76;some;none;1;0;1738.9798084135568;463526
107576;111000000;11100;11;76;all;none;2;0;2966.2683455935803;468754
160113;113010000;11301;11;76;some;none;2;0;3401.7620960488093;480380
185996;113710000;11371;11;76;some;none;1;0;3233.993940713185;485537
222554;110690403;11069;11;76;all;none;1;0;1780.0;495424
230650;112620504;11262;11;76;none;none;0;0;1403.0;498000
233420;112620602;11262;11;76;all;none;3;0;3337.5;498871
256664;310330103;31033;31;76;all;none;2;0;1111.5;1798867
260286;310270000;31027;31;76;all;none;2;0;2373.876983193495;1799596
335927;311130102;31113;31;76;some;none;1;0;3877.5;1817632
369341;311820000;31182;31;76;all;none;1;0;4192.0;1824860
382160;312110000;31211;31;76;all;none;1;0;2172.926713303651;1827423
436577;315470103;31547;31;76;all;none;2;0;6294.0;1838567
436868;313950106;31395;31;76;all;none;1;0;4252.5;1838642
465722;313420000;31342;31;76;all;none;2;0;1736.813394080677;1845332
546532;314830101;31483;31;76;some;none;1;0;132.0;1863524
638898;315570103;31557;31;76;all;none;1;0;2108.0;1889932
639300;311570101;31157;31;76;some;none;1;0;4336.5;1890051
641945;315230000;31523;31;76;all;none;1;0;1687.2684265711985;1890596
657722;315820000;31582;31;76;all;none;2;0;2734.5;1893750
688066;315554701;31555;31;76;some;none;1;0;4605.0;1903257
776039;315553702;31555;31;76;some;none;1;0;5343.0;1930725
829517;315553401;31555;31;76;all;none;1;0;237.0;1947382
920139;315555503;31555;31;76;all;none;2;0;3760.5;1975626
934221;320180000;32018;32;76;all;none;1;0;1600.4887666391453;1979859
944758;320990000;32099;32;76;some;none;1;0;3110.2961977134983;1981972
946419;321140000;32114;32;76;some;none;1;0;1760.4584554802623;1982307
997142;323430000;32343;32;76;some;none;1;0;2541.559897089646;1992429
1017748;320130101;32013;32;76;all;none;2;0;3793.5;1997244
1021078;320130204;32013;32;76;all;none;1;0;652.0;1998292
1040255;810670000;81067;81;76;all;none;1;0;1068.540779767141;6359489
1093793;811820000;81182;81;76;some;none;1;0;1949.536890716105;6372328
1093950;811820000;81182;81;76;some;none;2;0;3806.029257044177;6372357
1132993;812660000;81266;81;76;all;none;2;0;1587.7237740428106;6380120
1134822;812730000;81273;81;76;all;none;3;0;2721.155238801365;6380482
1183488;810650601;81065;81;76;some;none;1;0;1393.5;6393832
1184585;810650402;81065;81;76;all;none;2;0;765.0;6394174
1188605;810650902;81065;81;76;all;none;1;0;3297.0;6395457
1220736;820290000;82029;82;76;some;none;1;0;3375.7045340752743;6403891
1230992;820440000;82044;82;76;some;none;1;0;3767.4298103091105;6406635
1276242;821440000;82144;82;76;some;none;1;0;1967.6814944844157;6416358
1277109;821470000;82147;82;76;none;none;0;0;2628.3499168227786;6416531
1280390;821610000;82161;82;76;some;none;2;0;4808.0;6417193
1310758;821211102;82121;82;76;some;none;2;0;6387.5;6425337
47676;092440000;09244;09;76;all;all;1;3;1539.0618212343231;419676
68977;092250104;09225;09;76;some;some;1;3;2444.8999999999996;424272
91046;110720000;11072;11;76;all;all;2;3;2227.1322847330684;464927
154430;112800000;11280;11;76;some;all;2;3;1849.030533514934;479249
267819;310360000;31036;31;76;all;all;2;3;1555.1576430656644;1801132
288411;310880000;31088;31;76;all;all;2;3;4486.949556221083;1805276
303187;311070000;31107;31;76;some;some;2;3;5644.799999999999;1808946
338992;311450000;31145;31;76;none;all;0;3;292.4932468561966;1818413
391613;312370000;31237;31;76;all;some;2;3;3548.1108562889167;1829313
392564;312440000;31244;31;76;all;some;2;3;4643.609347744425;1829503
393418;312470000;31247;31;76;all;all;2;3;3182.2514128344387;1829674
402105;312530000;31253;31;76;some;all;1;3;3445.424739864551;1831393
412121;312710000;31271;31;76;all;all;1;3;957.7266461475803;1833394
428742;312320102;31232;31;76;some;some;3;3;5532.5;1836734
467325;313460000;31346;31;76;all;all;2;3;3088.3889486231933;1845651
467765;313510000;31351;31;76;all;all;1;3;1486.0;1845736
525142;314540000;31454;31;76;all;all;2;3;5214.0;1858762
555125;311490402;31149;31;76;none;some;0;3;3520.8;1865792
585235;315610106;31561;31;76;all;all;1;3;538.5;1874485
586780;314880103;31488;31;76;all;some;2;3;1293.6000000000001;1874965
671276;315552802;31555;31;76;some;some;2;3;3337.5;1897950
681496;315552103;31555;31;76;all;all;2;3;3292.5;1901168
696072;315553402;31555;31;76;some;all;1;3;9408.0;1905745
700996;315550501;31555;31;76;none;all;0;3;1548.0;1907285
759554;315554703;31555;31;76;all;all;1;3;4822.0;1925558
842551;315554001;31555;31;76;all;all;2;3;5211.0;1951510
888577;315555901;31555;31;76;none;all;0;3;1620.0;1965759
925866;315555302;31555;31;76;none;all;0;3;847.0;1977383
934882;320250000;32025;32;76;all;all;1;3;1905.134922745932;1979993
969312;322130000;32213;32;76;all;all;1;3;1196.9311335565149;1986882
978492;322560000;32256;32;76;all;all;2;3;223.4669492783074;1988722
1004018;324040000;32404;32;76;some;some;2;3;5741.704681648629;1993815
1039265;810640000;81064;81;76;all;all;2;3;1889.191721492911;6359289
1054064;811160000;81116;81;76;some;all;1;3;2554.099458906354;6362271
1110294;811200101;81120;81;76;some;some;2;3;5415.0;6375600
1247310;820870000;82087;82;76;some;all;1;3;4350.392903752533;6410573
1253115;820960000;82096;82;76;some;all;2;3;2872.7176936603755;6411737
1255791;821050000;82105;82;76;some;some;1;3;5163.410148723249;6412269
1268508;821310000;82131;82;76;some;all;1;3;1829.9739287039554;6414813
1269677;821340000;82134;82;76;all;all;1;3;2190.0;6415047
1307105;821211102;82121;82;76;all;all;3;3;2118.6;6424173
45635;092240000;09224;09;76;all;some;2;2;3019.092979379693;419267
48324;092450000;09245;09;76;some;some;1;2;6269.216300564388;419806
96043;110760104;11076;11;76;all;some;1;2;574.4;466233
109772;111070000;11107;11;76;all;some;1;2;4268.476076626878;469199
126122;112060102;11206;11;76;all;some;2;2;2150.4;473134
192554;113970101;11397;11;76;all;some;1;2;3868.6;486860
196012;114260000;11426;11;76;all;some;2;2;3850.7730163866704;487558
201379;110690702;11069;11;76;some;some;2;2;2203.6;488733
201918;110690702;11069;11;76;all;some;3;2;2997.8;488907
248845;112620505;11262;11;76;all;some;2;2;4288.2;503794
249031;112620206;11262;11;76;some;some;2;2;3036.2999999999997;503849
250159;112620202;11262;11;76;all;some;1;2;1572.8000000000002;504209
253524;310010000;31001;31;76;all;some;1;2;3340.277542838496;1798229
261197;310320000;31032;31;76;all;some;3;2;11074.0;1799783
275888;310570000;31057;31;76;all;some;3;2;4077.8803864119427;1802770
317970;310690104;31069;31;76;some;some;1;2;833.4;1812913
321218;315060101;31506;31;76;all;some;2;2;5136.6;1813787
337838;311420000;31142;31;76;all;some;1;2;3009.5248979897738;1818114
347112;311500000;31150;31;76;all;some;2;2;3376.8;1820313
349830;311500000;31150;31;76;all;some;2;2;10479.0;1820868
400287;312520000;31252;31;76;some;some;1;2;4948.277214011475;1831036
401407;312530000;31253;31;76;some;some;1;2;7168.4940863846;1831256
419132;312910102;31291;31;76;all;some;2;2;3723.3;1834807
439367;313950103;31395;31;76;some;some;1;2;3960.0;1839265
461651;313340000;31334;31;76;all;all;2;2;2381.4755285365068;1844533
470759;313550000;31355;31;76;all;some;2;2;5422.126920480441;1846324
506643;314070000;31407;31;76;some;some;2;2;10558.894020664775;1855066
515787;314330101;31433;31;76;some;some;1;2;2412.0;1856891
557445;311490601;31149;31;76;all;some;3;2;3112.0;1866496
580079;315610106;31561;31;76;all;some;2;2;1919.4;1872909
599688;315070000;31507;31;76;all;some;2;2;1123.40531312642;1878389
601297;310440101;31044;31;76;all;some;2;2;6117.3;1878796
605175;315170000;31517;31;76;all;some;2;2;3327.3586552965;1879777
613851;311570105;31157;31;76;all;all;1;2;2415.4;1882503
635521;315570107;31557;31;76;all;some;2;2;1387.2;1888943
653762;315730000;31573;31;76;all;some;2;2;4224.82061201366;1892963
684136;315553504;31555;31;76;some;some;1;2;2007.6000000000001;1902003
756036;315551806;31555;31;76;some;some;1;2;1752.4;1924441
757441;315552003;31555;31;76;all;some;2;2;1165.5;1924887
784145;315555301;31555;31;76;all;some;2;2;5553.900000000001;1933272
825995;315552302;31555;31;76;some;some;1;2;4611.6;1946284
841965;315553503;31555;31;76;some;some;1;2;3576.3;1951332
843978;315553002;31555;31;76;all;some;2;2;2471.4;1951950
864072;315555102;31555;31;76;some;some;2;2;4404.0;1958183
922026;315552601;31555;31;76;all;some;1;2;4892.8;1976212
924157;315554501;31555;31;76;some;some;1;2;4431.6;1976850
935853;320270000;32027;32;76;all;some;2;2;4105.830743265936;1980188
947304;321190000;32119;32;76;some;some;1;2;7532.499999999999;1982480
977020;322560000;32256;32;76;all;some;2;2;5428.576751294079;1988426
983802;322960000;32296;32;76;all;some;2;2;2624.517657236447;1989781
985013;321600101;32160;32;76;some;some;1;2;7516.799999999999;1990025
1064626;811240000;81124;81;76;all;all;1;2;2016.3582569915002;6365312
1065237;811050107;81105;81;76;all;some;3;2;2951.0;6365483
1075855;811420000;81142;81;76;some;some;1;2;3904.353681183797;6368143
1089262;811400101;81140;81;76;some;some;2;2;5535.400000000001;6371102
1092375;811820000;81182;81;76;all;some;1;2;4364.901903002093;6371954
1126831;812710102;81271;81;76;all;some;2;2;5684.400000000001;6378907
1129346;812710104;81271;81;76;all;all;1;2;3069.3;6379399
1134835;812570103;81257;81;76;all;some;2;2;212.4;6380485
1173323;810040802;81004;81;76;all;some;3;2;708.4;6391214
1198584;810650202;81065;81;76;all;some;2;2;1105.2;6398635
1209483;820370102;82037;82;76;all;some;2;2;2032.2;6401651
1209517;820050000;82005;82;76;all;some;2;2;3028.008101676078;6401658
1227272;820360000;82036;82;76;all;some;2;2;2890.6642427833067;6405705
1253533;820970000;82097;82;76;all;all;1;2;3196.24600501266;6411821
1111;090150000;09015;09;76;none;all;0;2;2934.3535959325127;410344
9975;090790000;09079;09;76;all;all;1;2;1133.6412642516527;412135
24022;091380000;09138;09;76;all;all;1;2;394.9343943024669;414956
35846;091850000;09185;09;76;some;some;1;2;3061.8;417300
37581;091600102;09160;09;76;all;all;1;2;1421.0;417652
41266;091980000;09198;09;76;all;all;3;2;1463.6427497127304;418389
42366;091600101;09160;09;76;all;all;1;2;2996.0;418607
44759;092130000;09213;09;76;all;some;3;2;6120.884360078878;419089
48203;092450000;09245;09;76;all;all;1;2;5044.422197017804;419781
64019;093240000;09324;09;76;all;some;2;2;835.8000000000001;422987
66425;092250102;09225;09;76;all;all;1;2;1387.0;423489
77705;110200000;11020;11;76;all;some;2;2;4951.24430656623;462088
80264;110270000;11027;11;76;all;some;2;2;3429.0249763262714;462605
81507;110330000;11033;11;76;all;some;2;2;4141.81638272261;462855
86600;110490000;11049;11;76;all;some;2;2;1310.4;463876
98026;110760102;11076;11;76;all;all;2;2;924.0;466762
102284;111160102;11116;11;76;some;some;1;2;3660.0;467674
104775;111060101;11106;11;76;all;some;2;2;2982.0;468181
105289;111060102;11106;11;76;all;some;2;2;550.8000000000001;468286
126697;112060103;11206;11;76;all;some;2;2;2365.2000000000003;473288
129663;111700000;11170;11;76;all;all;2;2;609.0;474058
139080;112020000;11202;11;76;all;some;2;2;3114.6078985371455;476178
141788;112200000;11220;11;76;all;all;1;2;1618.5185373730678;476725
145590;112540000;11254;11;76;all;all;2;2;4358.091501512918;477480
149230;112640000;11264;11;76;some;some;2;2;8756.818822984944;478209
152451;112730000;11273;11;76;all;all;1;2;1182.8852349378296;478855
154732;112820000;11282;11;76;all;all;2;2;1730.7631537070697;479308
169800;113390000;11339;11;76;all;all;1;2;1757.4594145152266;482317
174755;113560000;11356;11;76;all;some;2;2;5283.885517412501;483304
174904;113560000;11356;11;76;some;some;1;2;6941.319761760297;483334
181527;113660000;11366;11;76;all;some;2;2;3096.475701162832;484652
186775;113830000;11383;11;76;all;some;2;2;3099.3208411211062;485695
186799;113850000;11385;11;76;all;some;2;2;3715.5023842050055;485700
188141;113960000;11396;11;76;some;some;2;2;7013.109745891863;485970
188354;114000000;11400;11;76;all;all;1;2;1591.2771430720554;486014
190856;113970101;11397;11;76;some;some;2;2;3754.1;486516
192698;114160000;11416;11;76;all;all;2;2;3130.3798369711726;486888
195448;114250000;11425;11;76;some;some;1;2;3429.8363349318834;487444
200554;114330000;11433;11;76;some;some;1;2;1373.4132068629428;488479
218105;110690103;11069;11;76;all;all;1;2;3216.0;494013
223836;110690501;11069;11;76;all;some;2;2;1945.8;495823
224055;110690702;11069;11;76;some;all;1;2;1741.5;495892
225269;112620206;11262;11;76;all;all;2;2;4551.0;496283
227787;112620501;11262;11;76;all;all;1;2;1508.0;497086
229141;112620201;11262;11;76;all;all;2;2;4624.5;497499
244329;112620503;11262;11;76;all;some;2;2;2971.8;502324
253704;310030000;31003;31;76;all;some;3;2;18801.925765322965;1798265
259492;310260000;31026;31;76;all;all;2;2;3831.371565565034;1799435
260465;310280000;31028;31;76;all;some;3;2;501.9932426476891;1799632
265183;310350000;31035;31;76;some;some;1;2;8621.782088892784;1800595
293945;311000000;31100;31;76;all;some;2;2;2654.9308240334417;1806493
298284;310690105;31069;31;76;all;some;2;2;1200.6000000000001;1807657
303511;311070000;31107;31;76;some;some;1;2;3903.9;1809032
303831;311070000;31107;31;76;all;some;2;2;3016.8;1809120
312029;310690111;31069;31;76;all;some;3;2;1030.0;1811317
312894;310690111;31069;31;76;all;some;3;2;5971.099999999999;1811553
314630;311180000;31118;31;76;all;all;1;2;3796.0;1812027
317713;311180000;31118;31;76;all;some;3;2;3646.8;1812846
319063;310690104;31069;31;76;all;some;2;2;529.2;1813206
330058;311130102;31113;31;76;all;all;1;2;1443.0;1816096
332295;311130103;31113;31;76;all;all;1;2;1437.0;1816678
334001;311130103;31113;31;76;none;all;0;2;1857.0;1817117
338646;315060102;31506;31;76;some;some;1;2;5027.400000000001;1818323
345550;310220102;31022;31;76;some;some;1;2;5738.5;1819998
348206;311500000;31150;31;76;all;all;2;2;2973.0;1820536
349493;310220101;31022;31;76;all;some;3;2;5794.0;1820799
356904;311620000;31162;31;76;all;some;2;2;7331.072745989644;1822314
359869;310220102;31022;31;76;all;all;2;2;6148.5;1822932
363204;311160101;31116;31;76;some;some;1;2;1031.1000000000001;1823616
365632;314670101;31467;31;76;all;some;2;2;5997.6;1824108
384704;312180000;31218;31;76;all;some;2;2;3474.0658114037146;1827935
388949;312300000;31230;31;76;all;some;2;2;3992.1000000000004;1828780
389132;312300000;31230;31;76;all;some;2;2;2862.0;1828816
392057;312390000;31239;31;76;all;some;2;2;4487.585069064902;1829402
403976;312540000;31254;31;76;all;some;2;2;3562.0;1831766
404646;311690101;31169;31;76;some;some;1;2;4573.8;1831899
405055;312560000;31256;31;76;all;some;2;2;4697.175994523546;1831982
407578;312630000;31263;31;76;all;some;2;2;2692.9992609716014;1832481
410060;312660000;31266;31;76;all;some;2;2;5534.897680016954;1832979
420786;312910102;31291;31;76;all;some;2;2;5716.8;1835142
423366;312840000;31284;31;76;all;some;1;2;722.482382119753;1835660
424501;312850000;31285;31;76;all;all;2;2;3309.341791293788;1835887
431304;312930000;31293;31;76;some;some;2;2;6074.771917564526;1837250
435202;312960000;31296;31;76;all;some;2;2;3007.8187394789047;1838218
443007;312990000;31299;31;76;all;some;2;2;1497.7501974864276;1840177
447001;313950106;31395;31;76;all;some;2;2;9122.4;1841200
449347;313030000;31303;31;76;all;some;2;2;2422.3210044033067;1841778
454546;313950107;31395;31;76;all;all;1;2;1339.0;1843075
465767;313420000;31342;31;76;all;some;2;2;1368.6844415539883;1845341
469851;313520000;31352;31;76;all;all;2;2;3848.520981487227;1846145
484111;313640000;31364;31;76;some;some;2;2;8260.328590200108;1849827
489797;313660000;31366;31;76;all;some;2;2;10849.641875502753;1851389
490562;314240102;31424;31;76;all;all;1;2;516.0;1851598
490577;313670000;31367;31;76;all;all;2;2;2100.440458573741;1851602
491631;313720000;31372;31;76;some;some;2;2;866.0705373574625;1851891
496366;313750000;31375;31;76;all;all;2;2;3985.889522727611;1853028
500465;313890000;31389;31;76;some;some;1;2;3807.3995722742898;1853837
502282;313960000;31396;31;76;all;some;2;2;1287.0;1854200
517832;314290000;31429;31;76;all;some;2;2;6468.055014966511;1857300
518963;314300000;31430;31;76;all;some;2;2;1890.9506247023633;1857524
527679;314570000;31457;31;76;all;all;2;2;2666.266099880683;1859269
532874;314510103;31451;31;76;none;some;0;2;2857.5;1860300
533315;314600000;31460;31;76;all;some;2;2;2181.9;1860390
542039;314760000;31476;31;76;all;some;2;2;2570.3639552972904;1862453
545509;314810000;31481;31;76;some;all;1;2;5795.865143101225;1863283
551406;311490601;31149;31;76;all;all;1;2;3475.0;1864714
551421;311490601;31149;31;76;all;all;1;2;2610.0;1864719
553010;311490301;31149;31;76;some;some;1;2;5168.1;1865187
555228;311490401;31149;31;76;some;some;1;2;1969.2;1865823
556513;311490903;31149;31;76;all;all;2;2;2448.0;1866213
556856;311490601;31149;31;76;all;all;1;2;1361.0;1866323
559333;311490301;31149;31;76;all;all;1;2;2368.0;1867053
559381;311490601;31149;31;76;all;all;1;2;1014.0;1867067
570306;311490402;31149;31;76;none;some;0;2;1466.4;1870325
572315;311490902;31149;31;76;all;all;1;2;2998.0;1870925
576349;312820102;31282;31;76;all;some;2;2;1218.6000000000001;1871929
585021;314880103;31488;31;76;some;some;1;2;1182.6000000000001;1874426
600200;315110000;31511;31;76;all;all;1;2;2175.462238374677;1878517
604056;315170000;31517;31;76;none;some;0;2;2649.0682144988714;1879496
610549;314460101;31446;31;76;none;all;0;2;1807.5;1881483
619583;315880102;31588;31;76;some;some;1;2;1742.0;1884211
622117;311570103;31157;31;76;some;all;1;2;1741.5;1884942
635335;315570105;31557;31;76;all;all;1;2;2607.0;1888886
637662;315570107;31557;31;76;some;some;1;2;2653.2;1889560
642985;315310000;31531;31;76;all;some;2;2;3884.579856241054;1890805
649277;315630000;31563;31;76;all;some;2;2;2447.0984392915216;1892067
655509;315740000;31574;31;76;some;some;1;2;5415.435565168967;1893308
664349;315553504;31555;31;76;some;all;1;2;4662.0;1895779
672749;315550203;31555;31;76;some;all;1;2;2148.0;1898410
673757;315553601;31555;31;76;some;some;2;2;5216.0;1898719
677416;315551801;31555;31;76;some;all;1;2;4521.0;1899867
679385;315555101;31555;31;76;all;some;2;2;8145.900000000001;1900485
689657;315554001;31555;31;76;all;some;1;2;9429.0;1903756
698602;315555204;31555;31;76;some;some;1;2;5167.5;1906553
703085;315551001;31555;31;76;some;all;1;2;3316.5;1907939
710499;315550102;31555;31;76;none;all;0;2;1181.0;1910257
714276;315554005;31555;31;76;all;all;1;2;1613.0;1911412
714766;315551701;31555;31;76;none;some;0;2;1777.6000000000001;1911566
718620;315551303;31555;31;76;some;all;1;2;1908.0;1912785
719214;315555503;31555;31;76;all;all;2;2;2724.0;1912967
729049;315552101;31555;31;76;some;all;1;2;7306.5;1916012
738500;315554803;31555;31;76;all;some;2;2;5223.6;1918986
741508;315553802;31555;31;76;all;all;1;2;2072.0;1919909
